,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
1680,PacifiCorp,PAC,OR,Multnomah,N,45.5592,-122.4047,N,230.0,Unknown,2022,N,N,Storage,199.0,Withdrawn,NRIS,10.67,1016.1,11,14,2022,5,15
1681,PacifiCorp,PAC,UT,Millard,N,39.3464,-112.5236,Y,46.0,Unknown,2022,N,N,Solar,49.9,Withdrawn,NRIS,30.13,585.01,11,14,2022,5,15
1683,PacifiCorp,PAC,WA,Yakima,N,46.5346,-119.93833,Y,230.0,Facility,2023,N,N,Solar,80.0,Active,NRIS,31.47,188.81,6,21,2017,9,27
1684,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,345.0,Unknown,2023,Y,N,Solar,300.0,Suspended,NRIS,9.23,145.5,4,18,2021,5,14
1685,PacifiCorp,PAC,UT,Carbon,N,39.5202,-110.3903,N,138.0,Unknown,2023,Y,N,Solar,100.0,Withdrawn,NRIS,19.38,375.66,4,21,2021,5,10
1686,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,138.0,Unknown,2023,Y,N,Solar,200.0,Active,NRIS,3.99,236.34,4,18,2021,5,12
1687,PacifiCorp,PAC,UT,Utah,N,40.4674,-111.9485,Y,345.0,Unknown,2023,Y,N,Solar,400.0,Active,ERIS,6.92,155.84,4,18,2021,5,14
1688,PacifiCorp,PAC,UT,Utah,N,40.00009,-111.9819,Y,345.0,Unknown,2023,Y,N,Solar,199.0,Active,NRIS,10.68,175.08,4,18,2021,5,14
1689,PacifiCorp,PAC,ID,Caribou,N,42.7102,-111.5964,N,230.0,Unknown,2023,N,N,Solar,199.0,Withdrawn,NRIS,14.47,1018.04,11,10,2021,5,7
1696,PacifiCorp,PAC,OR,Multnomah,N,45.5592,-122.4047,N,115.0,Unknown,2023,Y,N,Storage,100.0,Active,ERIS,18.38,152.25,8,21,2022,4,18
1697,PacifiCorp,PAC,UT,Salt Lake,N,40.7406694,-112.0351583,N,345.0,Unknown,2023,Y,N,Storage,199.0,Active,NRIS,9.29,20.08,8,3,2022,4,18
1698,PacifiCorp,PAC,OR,Linn,N,44.5897,-123.0362,N,230.0,Unknown,2023,N,N,Solar,199.0,Active,NRIS,13.91,11.87,4,5,2022,4,19
1699,PacifiCorp,PAC,UT,Salt Lake,N,40.609,-112.0294,N,138.0,Unknown,2023,Y,N,Storage,150.0,Withdrawn,NRIS,4.21,81.35,8,3,2022,5,10
1700,PacifiCorp,PAC,OR,Linn,N,44.6853,-123.1,N,115.0,Unknown,2023,N,N,Storage,145.0,Active,ERIS,13.1,59.27,4,5,2022,5,11
1701,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,345.0,Unknown,2023,Y,N,Solar,332.0,Active,ERIS,5.97,35.74,8,3,2022,5,13
1702,PacifiCorp,PAC,WY,Lincoln,N,41.6945,-111.0327,N,230.0,Unknown,2023,Y,N,Wind,300.0,Withdrawn,ERIS,5.54,307.85,8,3,2022,5,13
1703,PacifiCorp,PAC,WY,Natrona,N,42.8723,-106.3598,N,230.0,Unknown,2023,Y,N,Solar,199.0,Active,NRIS,4.16,935.03,8,23,2022,5,13
1704,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2023,Y,N,Solar,199.0,Active,ERIS,10.91,209.75,8,3,2022,5,13
1705,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2023,Y,N,Solar,199.0,Active,ERIS,10.91,209.75,8,3,2022,5,13
1706,PacifiCorp,PAC,UT,Box Elder,N,41.36769,-112.06139,Y,138.0,Unknown,2023,Y,N,Solar,20.0,Withdrawn,ERIS,71.97,626.01,8,3,2022,5,13
1707,PacifiCorp,PAC,UT,San Juan,N,37.3042,-109.5484,N,69.0,Unknown,2023,Y,N,Solar,86.25,Withdrawn,ERIS,20.16,62.8,8,3,2022,5,13
1708,PacifiCorp,PAC,UT,Emery,N,39.068,-110.413,Y,345.0,Unknown,2023,Y,N,Solar,298.5,Active,ERIS,8.31,103.13,8,3,2022,5,14
1709,PacifiCorp,PAC,UT,Salt Lake,N,40.7406694,-112.0351583,N,345.0,Unknown,2023,Y,N,Storage,100.0,Active,NRIS,10.85,53.02,8,3,2022,5,14
1710,PacifiCorp,PAC,OR,Klamath,N,42.397,-121.7889,Y,230.0,Unknown,2023,Y,N,Solar,199.0,Active,ERIS,15.16,138.07,10,17,2022,5,14
1711,PacifiCorp,PAC,WA,Walla Walla,N,46.2386,-118.6966,Y,230.0,Unknown,2023,Y,N,Solar,199.0,Active,NRIS,12.24,104.93,8,3,2022,5,14
1712,PacifiCorp,PAC,UT,Utah,N,40.2611,-112.0003,N,345.0,Unknown,2023,Y,N,Solar,325.0,Withdrawn,ERIS,7.73,159.68,8,3,2022,5,14
1713,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Solar,200.0,Withdrawn,NRIS,22.15,823.97,4,5,2022,5,15
1714,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Solar,200.0,Withdrawn,NRIS,22.15,574.39,4,5,2022,5,15
1715,PacifiCorp,PAC,OR,Lake,N,43.149,-120.4653,Y,500.0,Unknown,2023,N,N,Solar,320.0,Active,ERIS,14.53,415.24,4,5,2022,5,15
1716,PacifiCorp,PAC,OR,Linn,N,44.505,-123.009,Y,230.0,Unknown,2023,N,N,Solar,175.0,Active,ERIS,15.19,57.3,4,5,2022,5,15
1717,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,230.0,Unknown,2023,Y,N,Solar,199.0,Active,ERIS,12.8,209.75,8,3,2022,5,15
1718,PacifiCorp,PAC,UT,Salt Lake,N,40.7401,-112.06334,N,138.0,Unknown,2023,Y,N,Storage,110.0,Withdrawn,NRIS,5.84,54.3,8,3,2022,5,15
1719,PacifiCorp,PAC,UT,Emery,N,39.2864,-110.9408,Y,345.0,Unknown,2023,Y,N,Solar,125.0,Active,ERIS,14.53,201.1,8,3,2022,5,15
1720,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,69.0,Unknown,2023,Y,N,Solar,70.0,Active,ERIS,18.35,83.68,8,3,2022,5,15
1721,PacifiCorp,PAC,UT,Tooele,N,40.524,-112.2878,N,138.0,Unknown,2023,Y,N,Solar,100.0,Active,ERIS,13.62,87.97,8,3,2022,5,15
1722,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Storage,199.0,Active,ERIS,32.83,317.8,4,5,2022,5,15
1723,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Storage,199.0,Active,ERIS,30.6,317.8,4,5,2022,5,15
1724,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Solar,199.0,Active,ERIS,32.83,317.8,4,5,2022,5,15
1725,PacifiCorp,PAC,OR,Umatilla,N,45.6382,-118.7464,N,69.0,Unknown,2023,Y,N,Solar,80.0,Active,ERIS,26.99,75.32,8,3,2022,5,15
1726,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,115.0,Unknown,2023,Y,N,Storage,199.0,Active,ERIS,9.9,209.75,8,3,2022,5,15
1727,PacifiCorp,PAC,UT,Millard,N,39.1508,-112.7309,N,230.0,Unknown,2023,Y,N,Geothermal,40.0,Active,ERIS,20.76,429.08,8,3,2022,5,15
1728,PacifiCorp,PAC,OR,Harney,N,43.3131,-119.6591,Y,500.0,Unknown,2023,N,N,Solar,80.0,Active,NRIS,47.06,1055.32,4,5,2022,5,15
1729,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Solar,80.0,Active,NRIS,47.06,925.41,4,5,2022,5,15
1730,PacifiCorp,PAC,OR,Lake,N,43.149,-120.4653,Y,500.0,Unknown,2023,N,N,Solar,320.0,Active,ERIS,11.77,332.54,4,5,2022,5,15
1731,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,500.0,Unknown,2023,N,N,Solar,320.0,Active,ERIS,11.77,292.1,4,5,2022,5,15
1732,PacifiCorp,PAC,OR,Klamath,N,42.128,-122.113,Y,500.0,Unknown,2023,Y,N,Solar,400.0,Active,NRIS,11.49,165.34,10,17,2022,5,15
1733,PacifiCorp,PAC,OR,Harney,N,43.6676,-119.0478,N,500.0,Unknown,2023,N,N,Solar,320.0,Active,ERIS,11.77,335.65,4,5,2022,5,15
1734,PacifiCorp,PAC,OR,Harney,N,43.6676,-119.0478,N,500.0,Unknown,2023,N,N,Solar,80.0,Active,NRIS,47.06,1099.62,4,5,2022,5,15
1735,PacifiCorp,PAC,ID,Bonneville,N,43.4562,-112.1999,Y,161.0,Unknown,2023,N,N,Wind,308.0,Withdrawn,ERIS,5.39,274.25,11,10,2021,5,14
1736,PacifiCorp,PAC,ID,Bannock,N,42.4287,-112.1525,N,345.0,Unknown,2023,Y,N,Solar,300.0,Active,ERIS,7.01,115.65,8,3,2022,5,12
1737,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2023,N,N,Solar,200.0,Withdrawn,ERIS,12.18,893.37,4,5,2022,5,15
1738,PacifiCorp,PAC,ID,Bonneville,N,43.4562,-112.1999,Y,161.0,Unknown,2023,N,N,Wind,308.0,Withdrawn,NRIS,5.39,1025.35,11,10,2021,5,14
1739,PacifiCorp,PAC,ID,Bannock,N,42.4287,-112.1525,N,345.0,Unknown,2023,Y,N,Solar,300.0,Active,NRIS,7.01,407.96,8,3,2022,5,12
1740,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2023,N,N,Solar,200.0,Withdrawn,NRIS,12.18,902.02,4,5,2022,5,15
1741,PacifiCorp,PAC,ID,Clark,N,44.0901,-112.6147,N,230.0,Unknown,2024,Y,N,Solar,200.0,Active,ERIS,23.0,423.0,5,23,2021,5,14
1742,PacifiCorp,PAC,UT,Emery,N,38.9728,-111.1212,N,69.0,Unknown,2024,Y,N,Solar,45.0,Active,ERIS,60.89,68.89,5,23,2021,4,21
1743,PacifiCorp,PAC,UT,Emery,N,39.4099,-110.976,Y,345.0,Unknown,2024,Y,N,Solar,450.0,Active,ERIS,11.96,53.07,5,23,2021,4,21
1746,PacifiCorp,PAC,WY,Lincoln,N,41.7587,-110.6006,N,230.0,Unknown,2024,Y,N,Nuclear,500.0,Active,NRIS,8.6,507.76,4,29,2022,4,26
1747,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,345.0,Unknown,2024,Y,N,Solar,300.0,Active,NRIS,8.33,3723.0,4,29,2022,4,28
1748,PacifiCorp,PAC,ID,Power,N,42.7502,-112.9304,N,345.0,Unknown,2024,Y,N,Solar,600.0,Active,ERIS,7.68,16.15,5,29,2022,4,28
1749,PacifiCorp,PAC,ID,Lincoln,N,42.8359,-114.4205,N,345.0,Unknown,2024,Y,N,Solar,199.9,Active,NRIS,20.51,38.62,5,29,2022,5,6
1750,PacifiCorp,PAC,UT,Utah,N,40.0777,-112.0998,Y,345.0,Unknown,2024,Y,N,Solar,199.0,Active,ERIS,18.09,260.36,4,29,2022,5,6
1751,PacifiCorp,PAC,UT,Utah,N,40.0777,-112.0998,Y,345.0,Unknown,2024,Y,N,Solar,199.0,Active,ERIS,18.09,260.36,4,29,2022,5,6
1754,PacifiCorp,PAC,UT,Tooele,N,40.4819,-112.4907,N,345.0,Unknown,2024,Y,N,Solar,300.0,Active,ERIS,8.0,193.79,4,29,2022,5,10
1756,PacifiCorp,PAC,ID,Minidoka,N,42.7058,-113.6688,N,345.0,Unknown,2024,Y,N,Solar,300.0,Withdrawn,NRIS,15.53,11.9,5,29,2022,5,12
1757,PacifiCorp,PAC,ID,Bonneville,N,43.55608,-112.40421,Y,161.0,Unknown,2024,Y,N,Wind,153.0,Active,ERIS,13.92,169.65,5,29,2022,5,12
1758,PacifiCorp,PAC,ID,Bingham,N,43.4415,-112.6193,Y,161.0,Unknown,2024,Y,N,Wind,206.0,Active,ERIS,10.34,147.5,5,29,2022,5,12
1759,PacifiCorp,PAC,WY,Lincoln,N,41.6937,-110.6229,Y,230.0,Unknown,2024,Y,N,Wind,400.0,Active,ERIS,6.5,408.98,4,29,2022,5,13
1760,PacifiCorp,PAC,UT,Utah,N,40.2611,-112.0003,Y,345.0,Unknown,2024,Y,N,Storage,199.0,Active,ERIS,12.56,252.98,4,29,2022,5,13
1761,PacifiCorp,PAC,UT,Utah,N,40.2611,-112.0003,Y,345.0,Unknown,2024,Y,N,Storage,199.0,Active,ERIS,12.56,252.98,4,29,2022,5,13
1762,PacifiCorp,PAC,UT,Utah,N,40.2611,-112.0003,Y,345.0,Unknown,2024,Y,N,Solar,199.0,Active,ERIS,12.56,252.98,4,29,2022,5,13
1763,PacifiCorp,PAC,UT,Utah,N,40.4674,-111.9485,N,345.0,Unknown,2024,Y,N,Solar,199.0,Active,ERIS,14.07,216.97,4,29,2022,5,13
1764,PacifiCorp,PAC,UT,Juab,N,39.8235,-111.90511,N,345.0,Unknown,2024,Y,N,Storage,80.0,Active,ERIS,30.0,311.09,4,29,2022,5,14
1765,PacifiCorp,PAC,UT,Iron,N,37.4825,-113.22,N,138.0,Unknown,2024,Y,N,Solar,50.0,Active,ERIS,42.0,1028.66,4,29,2022,5,14
1766,PacifiCorp,PAC,UT,Utah,N,40.0777,-112.0998,Y,345.0,Unknown,2024,Y,N,Solar,400.0,Withdrawn,NRIS,9.0,448.19,4,29,2022,5,15
1767,PacifiCorp,PAC,WA,Yakima,N,46.6897,-120.737,N,115.0,Unknown,2024,Y,N,Solar,86.0,Active,NRIS,39.53,288.92,5,6,2022,5,15
1768,PacifiCorp,PAC,WA,Benton,N,46.5848,-119.8306,Y,230.0,Unknown,2024,Y,N,Solar,270.0,Withdrawn,ERIS,14.44,290.19,5,6,2022,5,15
1769,PacifiCorp,PAC,WA,Yakima,N,46.389,-120.7885,Y,115.0,Unknown,2024,Y,N,Storage,100.0,Active,NRIS,23.0,358.41,5,6,2022,5,15
1770,PacifiCorp,PAC,UT,Cache,N,41.78334,-111.96876,Y,138.0,Unknown,2024,Y,N,Solar,150.0,Active,ERIS,14.0,435.9,4,29,2022,5,15
1771,PacifiCorp,PAC,UT,Iron,N,38.0171,-112.7459,Y,138.0,Unknown,2024,Y,N,Solar,100.0,Active,NRIS,21.0,3976.32,4,29,2022,5,15
1772,PacifiCorp,PAC,ID,Caribou,N,42.6449,-111.6969,N,138.0,Unknown,2024,N,N,Solar,20.0,Withdrawn,ERIS,98.0,699.55,3,8,2023,5,8
1773,PacifiCorp,PAC,ID,Caribou,N,42.5765,-111.744,N,46.0,Unknown,2024,N,N,Solar,6.0,Withdrawn,ERIS,371.67,333.33,3,8,2023,5,8
1774,PacifiCorp,PAC,UT,Weber,N,41.2154,-111.9971,N,12.47,Unknown,2024,N,N,Solar,2.0,Withdrawn,ERIS,950.0,425.0,3,8,2023,5,11
1775,PacifiCorp,PAC,UT,Box Elder,N,41.6185,-112.5525,N,46.0,Unknown,2024,N,N,Solar,5.0,Withdrawn,ERIS,406.0,260.0,3,8,2023,5,11
1776,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,46.0,Unknown,2024,N,N,Solar,10.0,Active,ERIS,185.0,155.0,3,8,2023,5,11
1778,PacifiCorp,PAC,UT,Utah,N,40.1267,-112.0046,N,345.0,Unknown,2024,N,N,Gas,260.0,Active,ERIS,9.62,194.23,3,8,2023,5,15
1779,PacifiCorp,PAC,UT,Emery,N,39.5208,-110.3903,N,46.0,Unknown,2024,N,N,Solar,20.0,Active,ERIS,141.0,996.8,3,8,2023,5,15
1780,PacifiCorp,PAC,UT,Emery,N,39.22873,-111.03942,N,69.0,Unknown,2024,N,N,Solar,20.0,Active,ERIS,105.0,425.0,3,8,2023,5,15
1781,PacifiCorp,PAC,UT,San Juan,N,37.8002,-109.3183,Y,138.0,Unknown,2024,N,N,Solar,125.0,Active,NRIS,15.2,1480.49,3,8,2023,5,15
1782,PacifiCorp,PAC,UT,Millard,N,39.1519,-112.7305,N,12.47,Unknown,2024,N,N,Solar,2.0,Active,ERIS,840.0,1250.0,3,8,2023,5,11
1783,PacifiCorp,PAC,UT,Millard,N,39.4245,-112.4739,Y,46.0,Unknown,2024,N,N,Biogas,5.0,Withdrawn,ERIS,480.0,4240.0,3,8,2023,5,15
1784,PacifiCorp,PAC,OR,Klamath,N,42.0133,-121.4177,N,12.0,Unknown,2024,N,N,Solar,2.5,Active,NRIS,320.0,120.0,3,8,2023,4,26
1785,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,12.0,Unknown,2024,N,N,Solar,2.99,Active,NRIS,267.56,33.44,3,8,2023,5,15
1786,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,12.0,Unknown,2024,N,N,Solar,2.99,Active,NRIS,267.56,23.41,3,8,2023,5,15
1787,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,69.0,Unknown,2024,N,N,Storage,20.0,Withdrawn,NRIS,85.0,45.0,3,8,2023,5,15
1788,PacifiCorp,PAC,OR,Crook,N,44.3075,-120.8537,N,12.47,Unknown,2024,N,N,Solar,3.0,Active,ERIS,346.67,0.0,3,8,2023,5,15
1789,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,69.0,Unknown,2024,N,N,Other,10.45,Withdrawn,NRIS,156.94,660.29,3,8,2023,4,28
1790,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,230.0,Unknown,2024,N,N,Storage,150.0,Withdrawn,ERIS,14.73,154.07,3,8,2023,5,15
1791,PacifiCorp,PAC,ID,Bonneville,N,43.4826,-111.9941,N,12.47,Unknown,2024,N,N,Other,5.384,Withdrawn,ERIS,668.65,0.0,3,8,2023,5,15
1792,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,5.98,69.76,1,5,2021,4,15
1793,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,230.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,15.61,713.12,3,8,2023,4,3
1794,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Storage,900.0,Withdrawn,ERIS,8.26,701.56,3,8,2023,4,24
1795,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Wind,600.0,Withdrawn,ERIS,7.45,709.16,3,8,2023,5,2
1796,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,500.0,Unknown,2024,N,N,Wind,600.0,Withdrawn,ERIS,7.45,709.16,3,8,2023,5,4
1801,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,230.0,Unknown,2024,N,N,Wind,450.0,Withdrawn,ERIS,6.93,698.25,3,8,2023,5,15
1802,PacifiCorp,PAC,WY,Albany,N,41.2703,-105.6099,N,115.0,Unknown,2024,N,N,Solar,80.0,Withdrawn,ERIS,43.75,2943.75,3,8,2023,4,28
1803,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,18.01,525.95,3,8,2023,4,3
1804,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,500.0,Active,ERIS,6.8,505.13,3,8,2023,4,28
1805,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,500.0,Withdrawn,ERIS,6.8,505.13,3,8,2023,4,28
1806,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,300.0,Active,ERIS,12.67,514.37,3,8,2023,5,2
1807,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Wind,300.0,Withdrawn,ERIS,12.67,514.37,3,8,2023,5,2
1808,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,26.13,529.95,3,8,2023,5,8
1809,PacifiCorp,PAC,ID,Caribou,N,42.7102,-111.5964,N,345.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,21.61,531.96,3,8,2023,5,12
1810,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,ERIS,16.58,529.95,3,8,2023,5,12
1811,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,345.0,Unknown,2024,N,N,Solar,300.0,Active,ERIS,18.67,516.93,3,8,2023,5,12
1812,PacifiCorp,PAC,ID,Caribou,N,42.7288,-111.5289,N,138.0,Unknown,2024,N,N,Solar,95.0,Active,ERIS,31.58,595.47,3,8,2023,5,15
1813,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,345.0,Unknown,2024,N,N,Storage,350.0,Active,ERIS,10.29,511.07,3,8,2023,5,15
1814,PacifiCorp,PAC,ID,Bingham,N,42.7502,-112.9304,N,345.0,Unknown,2024,N,N,Solar,199.9,Withdrawn,ERIS,23.01,41.92,3,8,2023,5,15
1815,PacifiCorp,PAC,ID,Blaine,N,42.7446,-113.6872,Y,345.0,Unknown,2024,N,N,Solar,300.0,Active,ERIS,18.67,129.9,3,8,2023,5,15
1816,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Wind,300.0,Withdrawn,ERIS,7.43,349.75,3,8,2023,5,12
1817,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,11.21,356.8,3,8,2023,5,15
1818,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,11.21,356.8,3,8,2023,5,15
1819,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,11.21,356.8,3,8,2023,5,15
1820,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,100.0,Active,ERIS,22.3,377.53,3,8,2023,5,15
1821,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,161.0,Unknown,2024,N,N,Solar,100.0,Active,ERIS,22.3,377.53,3,8,2023,5,15
1822,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,161.0,Unknown,2024,N,N,Solar,199.0,Withdrawn,ERIS,18.59,355.71,3,8,2023,5,15
1823,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,161.0,Unknown,2024,N,N,Storage,100.0,Active,ERIS,22.0,375.36,3,8,2023,5,15
1824,PacifiCorp,PAC,ID,Jefferson,N,43.3091,-112.1218,N,345.0,Unknown,2024,N,N,Storage,200.0,Active,ERIS,12.75,353.36,3,8,2023,5,15
1825,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,ERIS,12.71,109.38,3,8,2023,5,4
1826,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,345.0,Unknown,2024,N,N,Storage,300.0,Active,ERIS,9.13,102.7,3,8,2023,5,8
1827,PacifiCorp,PAC,UT,Box Elder,N,41.7182,-112.2273,N,138.0,Unknown,2024,N,N,Solar,30.0,Active,ERIS,124.0,89.53,3,8,2023,5,8
1828,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2024,N,N,Solar,49.0,Active,ERIS,84.08,142.59,3,8,2023,5,8
1829,PacifiCorp,PAC,ID,Franklin,N,42.26705,-111.7493,N,138.0,Unknown,2024,N,N,Storage,200.0,Active,ERIS,10.25,197.04,3,8,2023,5,10
1830,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,138.0,Unknown,2024,N,N,Solar,30.0,Active,ERIS,124.0,174.7,3,8,2023,5,11
1831,PacifiCorp,PAC,ID,Franklin,N,42.2225,-111.8496,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,ERIS,15.2,179.13,3,8,2023,5,15
1832,PacifiCorp,PAC,ID,Oneida,N,42.1715,-112.2253,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,ERIS,13.6,131.53,3,8,2023,5,15
1833,PacifiCorp,PAC,UT,Box Elder,N,41.8681,-112.1698,Y,345.0,Unknown,2024,N,N,Solar,300.0,Active,ERIS,12.0,124.53,3,8,2023,5,15
1834,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,138.0,Unknown,2024,N,N,Solar,100.0,Withdrawn,ERIS,39.0,115.53,3,8,2023,5,15
1835,PacifiCorp,PAC,UT,Weber,N,41.1912,-111.9866,N,138.0,Unknown,2024,N,N,Storage,199.9,Withdrawn,ERIS,9.1,104.04,3,8,2023,5,15
1836,PacifiCorp,PAC,UT,Salt Lake,N,41.0947,-112.0435,N,138.0,Unknown,2024,N,N,Storage,100.0,Withdrawn,ERIS,24.0,33.0,3,8,2023,5,15
1837,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,138.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,ERIS,10.05,17.09,3,8,2023,5,15
1838,PacifiCorp,PAC,UT,Salt Lake,N,40.5645,-112.0283,N,345.0,Unknown,2024,N,N,Storage,199.0,Withdrawn,ERIS,12.56,7.54,3,8,2023,5,15
1839,PacifiCorp,PAC,UT,Weber,N,39.5457,-112.6161,N,345.0,Unknown,2024,N,N,Storage,199.9,Active,ERIS,13.01,48.52,3,8,2023,5,15
1840,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,138.0,Unknown,2024,N,N,Storage,190.0,Withdrawn,ERIS,10.53,17.89,3,8,2023,5,15
1841,PacifiCorp,PAC,UT,Salt Lake,N,40.7164,-112.0291,N,138.0,Unknown,2024,N,N,Storage,49.0,Withdrawn,ERIS,40.82,55.1,3,8,2023,5,15
1842,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,345.0,Unknown,2024,N,N,Solar,250.0,Withdrawn,ERIS,24.8,221.45,3,8,2023,4,28
1843,PacifiCorp,PAC,UT,Juab,N,39.82258,-111.9048,N,345.0,Unknown,2024,N,N,Solar,275.0,Active,ERIS,13.09,203.39,3,8,2023,5,4
1844,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,300.0,Withdrawn,ERIS,11.0,194.59,3,8,2023,5,4
1845,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Gas,300.0,Active,ERIS,9.67,194.56,3,8,2023,5,10
1846,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Gas,166.0,Withdrawn,ERIS,18.67,215.37,3,8,2023,5,10
1847,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,345.0,Unknown,2024,N,N,Solar,199.0,Active,ERIS,15.58,207.65,3,8,2023,5,10
