,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
210,Bonneville Power Administration,BPA,WA,Klickitat,N,45.832,-120.2164,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,280.0,Active,ERIS,176.6,0.64,6,19,2023,2,22
211,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,230.0,Feasibility,2024,N,N,Wind,200.0,Active,ERIS,112.18,0.0,6,24,2022,11,2
212,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,200.0,Active,ERIS,112.18,0.0,6,24,2022,11,2
213,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,115.0,Feasibility,2024,N,N,Wind Hybrid,80.0,Active,ERIS,144.91,0.0,6,12,2022,9,16
214,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,115.0,Feasibility,2024,N,N,Wind Hybrid,200.0,Active,ERIS,14.56,168.52,6,12,2022,9,16
215,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,115.0,Feasibility,2024,N,N,Wind Hybrid,80.0,Active,ERIS,144.91,0.0,6,12,2022,9,16
216,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,200.0,Active,ERIS,60.93,462.66,6,12,2022,9,16
217,Bonneville Power Administration,BPA,OR,Lane/Lincoln,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,ERIS,5.84,199.87,6,12,2022,9,16
218,Bonneville Power Administration,BPA,OR,Coos/Douglas,N,43.2129,-124.07558,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,ERIS,20.31,0.0,6,12,2022,9,16
219,Bonneville Power Administration,BPA,OR,Lane,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,ERIS,5.84,222.01,6,12,2022,9,16
220,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,20.0,Active,ERIS,175.32,0.0,6,12,2022,9,16
221,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,ERIS,5.84,0.0,6,12,2022,9,16
222,Bonneville Power Administration,BPA,WA,Grant,N,47.29297,-120.07653,N,230.0,Feasibility,2024,N,N,Solar,200.0,Active,ERIS,50.21,0.0,6,25,2022,8,1
223,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,3,9
224,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,3,9
225,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,3,9
226,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,100.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
227,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,100.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
228,Bonneville Power Administration,BPA,OR,Douglas,N,43.2129,-124.07558,N,230.0,Feasibility,2024,N,N,Wind,1000.0,Active,ERIS,11.88,129.83,6,13,2023,3,6
229,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
230,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
231,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
232,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
233,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
234,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
235,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,ERIS,5.95,0.0,6,25,2021,9,22
236,Bonneville Power Administration,BPA,WA,Thurston,N,47.00109,-122.9533,N,115.0,Feasibility,2024,N,N,Storage,20.0,Active,NRIS,579.62,0.0,6,14,2022,12,14
237,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,230.0,System Impact,2024,N,N,Solar,170.0,Active,NRIS,46.12,0.0,6,21,2020,8,31
238,Bonneville Power Administration,BPA,OR,Lake ,N,42.8093,-120.4318,N,230.0,System Impact,2024,N,N,Solar,200.0,Active,NRIS,18.48,2.71,6,20,2020,8,31
239,Bonneville Power Administration,BPA,WA,Grant,N,46.87645,-119.93826,N,230.0,Facility,2024,N,N,Storage,500.0,Active,NRIS,21.47,1.25,1,12,2020,9,16
240,Bonneville Power Administration,BPA,OR,Lake,N,42.8093,-120.4318,Y,500.0,System Impact,2024,N,N,Solar Hybrid,700.0,Active,NRIS,7.93,4.61,6,20,2020,12,21
241,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,500.0,Facility,2024,N,N,Wind,488.0,Active,NRIS,169.15,10.02,6,24,2008,9,4
242,Bonneville Power Administration,BPA,OR,Gilliam,N,45.8307,-119.8382,Y,500.0,Facility,2024,N,N,Wind,500.0,Active,NRIS,169.15,10.02,6,24,2019,4,10
243,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,500.0,Feasibility,2024,N,N,Wind Hybrid,750.0,Active,NRIS,241.62,159.79,6,17,2022,2,4
244,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,230.0,Feasibility,2024,N,N,Solar,150.0,Active,NRIS,489.61,0.0,6,17,2023,2,3
245,Bonneville Power Administration,BPA,WA,Klickitat,N,45.98038,-120.38449,N,230.0,Facility,2024,N,N,Solar Hybrid,125.0,Active,NRIS,11.25,0.41,6,28,2021,3,29
246,Bonneville Power Administration,BPA,OR,Jefferson,N,45.2309,-120.8997,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,150.0,Active,NRIS,489.61,0.0,6,17,2023,2,3
247,Bonneville Power Administration,BPA,OR,Sherman,N,45.37196,-120.707373,Y,500.0,Facility,2024,N,N,Solar,900.0,Active,NRIS,124.02,9.91,6,20,2021,8,25
248,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,200.0,Active,NRIS,40.41,0.0,6,17,2023,6,2
249,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,230.0,Feasibility,2024,N,N,Solar,300.0,Active,NRIS,40.41,0.0,6,17,2023,6,2
250,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,Y,230.0,Feasibility,2024,N,N,Wind,100.0,Active,NRIS,202.05,0.0,6,17,2023,6,2
251,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,500.0,Feasibility,2024,N,N,Solar Hybrid,500.0,Active,NRIS,56.4,0.0,6,17,2023,6,30
252,Bonneville Power Administration,BPA,OR,Jefferson,N,44.4818,-121.0204,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1650.0,Active,NRIS,71.41,0.0,6,24,2022,6,16
253,Bonneville Power Administration,BPA,OR,Sherman,N,45.2309,-120.8997,N,500.0,Feasibility,2024,N,N,Solar Hybrid,400.0,Active,NRIS,294.57,0.0,6,24,2022,11,20
254,Bonneville Power Administration,BPA,OR,Klamath,N,43.31475,-120.8942,N,500.0,Feasibility,2024,N,N,Solar Hybrid,560.0,Active,NRIS,210.41,0.0,6,24,2022,11,20
255,Bonneville Power Administration,BPA,OR,Lake,N,43.31475,-120.8942,N,500.0,Feasibility,2024,N,N,Solar Hybrid,400.0,Active,NRIS,70.5,0.0,6,24,2023,2,15
256,Bonneville Power Administration,BPA,OR,Sherman,N,45.3115,-120.7936,N,500.0,Feasibility,2024,N,N,Solar Hybrid,400.0,Active,NRIS,17.5,0.0,6,24,2023,3,22
257,Bonneville Power Administration,BPA,OR,Sherman,N,45.3115,-120.7936,N,500.0,Feasibility,2024,N,N,Solar Hybrid,400.0,Active,NRIS,17.5,0.0,6,24,2023,3,22
258,Bonneville Power Administration,BPA,WA,Benton,N,45.92419,-119.31362,N,115.0,Facility,2024,N,N,Solar,60.0,Active,NRIS,49.23,0.0,1,12,2021,9,24
259,Bonneville Power Administration,BPA,OR,Curry ,N,42.4834,-124.40738,N,115.0,System Impact,2024,N,N,Storage,200.0,Active,NRIS,143.53,1694.19,6,21,2022,1,26
260,Bonneville Power Administration,BPA,OR,Deschutes,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Wind,617.0,Active,NRIS,243.92,0.0,6,24,2023,4,25
261,Bonneville Power Administration,BPA,OR,Lake,N,42.07886,-121.3891,N,500.0,Feasibility,2024,N,N,Wind,500.0,Active,NRIS,221.65,0.0,6,24,2023,6,30
262,Bonneville Power Administration,BPA,OR,Lake,N,42.07886,-121.3891,N,500.0,Feasibility,2024,N,N,Wind,500.0,Active,NRIS,56.4,0.0,6,24,2023,6,30
264,Bonneville Power Administration,BPA,WA,Benton,N,45.7017,-120.1578,N,115.0,System Impact,2024,N,N,Solar Hybrid,75.0,Active,NRIS,34.79,13.2,4,9,2022,5,25
265,Bonneville Power Administration,BPA,MT,Powell,N,46.516,-112.88791,N,230.0,System Impact,2024,N,N,Solar Hybrid,300.0,Active,NRIS,27.18,7.84,6,24,2022,6,15
266,Bonneville Power Administration,BPA,WA,Douglas,N,47.29297,-120.07653,N,115.0,Feasibility,2024,N,N,Storage,130.0,Active,NRIS,75.25,0.0,7,3,2023,4,14
267,Bonneville Power Administration,BPA,WA,Grant,N,47.8039,-119.8705,Y,500.0,Feasibility,2024,N,N,Solar Hybrid,300.0,Active,NRIS,179.62,0.0,6,24,2023,2,7
268,Bonneville Power Administration,BPA,WA,Grant,N,47.8039,-119.8705,Y,500.0,Feasibility,2024,N,N,Solar Hybrid,300.0,Active,NRIS,179.62,0.0,6,24,2023,3,24
269,Bonneville Power Administration,BPA,WA,Klickitat,N,45.8221,-121.3533,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,120.0,Active,NRIS,176.6,0.64,6,19,2023,2,22
270,Bonneville Power Administration,BPA,WA,Klickitat,N,45.832,-120.2164,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,280.0,Active,NRIS,176.6,0.64,6,19,2023,2,22
271,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,230.0,Feasibility,2024,N,N,Wind,200.0,Active,NRIS,112.18,0.0,6,24,2022,11,2
272,Bonneville Power Administration,BPA,OR,Douglas,N,42.8339,-123.1482,Y,230.0,Feasibility,2024,N,N,Solar Hybrid,200.0,Active,NRIS,112.18,0.0,6,24,2022,11,2
273,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,115.0,Feasibility,2024,N,N,Wind Hybrid,80.0,Active,NRIS,144.91,0.0,6,12,2022,9,16
274,Bonneville Power Administration,BPA,OR,Douglas,N,43.7478,-124.0792,N,115.0,Feasibility,2024,N,N,Wind Hybrid,200.0,Active,NRIS,14.56,168.52,6,12,2022,9,16
275,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,115.0,Feasibility,2024,N,N,Wind Hybrid,80.0,Active,NRIS,144.91,0.0,6,12,2022,9,16
276,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,200.0,Active,NRIS,60.93,462.66,6,12,2022,9,16
277,Bonneville Power Administration,BPA,OR,Lane/Lincoln,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,NRIS,5.84,199.87,6,12,2022,9,16
278,Bonneville Power Administration,BPA,OR,Coos/Douglas,N,43.2129,-124.07558,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,NRIS,20.31,0.0,6,12,2022,9,16
279,Bonneville Power Administration,BPA,OR,Lane,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,NRIS,5.84,222.01,6,12,2022,9,16
280,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,20.0,Active,NRIS,175.32,0.0,6,12,2022,9,16
281,Bonneville Power Administration,BPA,OR,Lane/Douglas,N,44.00745,-124.011,N,230.0,Feasibility,2024,N,N,Wind Hybrid,600.0,Active,NRIS,5.84,0.0,6,12,2022,9,16
282,Bonneville Power Administration,BPA,WA,Grant,N,47.29297,-120.07653,N,230.0,Feasibility,2024,N,N,Solar,200.0,Active,NRIS,50.21,0.0,6,25,2022,8,1
283,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,3,9
284,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,3,9
285,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,3,9
286,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,100.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
287,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,100.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
288,Bonneville Power Administration,BPA,OR,Douglas,N,43.2129,-124.07558,N,230.0,Feasibility,2024,N,N,Wind,1000.0,Active,NRIS,11.88,129.83,6,13,2023,3,6
289,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
290,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
291,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,500.0,Feasibility,2024,N,N,Solar Hybrid,1300.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
292,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
293,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
294,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
295,Bonneville Power Administration,BPA,OR,Crook,N,44.12758,-119.86728,N,230.0,Feasibility,2024,N,N,Solar,600.0,Active,NRIS,5.95,0.0,6,25,2021,9,22
331,Duke Energy Carolinas,DEC,NC,Rockingham,N,36.331,-79.832,N,230.0,Facility,2017,N,N,Gas,477.0,Suspended,NRIS,13.85,153.38,10,25,2016,3,3
338,Duke Energy Carolinas,DEC,NC,Gaston,N,35.327,-81.339,Y,44.0,Facility,2018,N,Y,Solar,25.0,Complete,Unknown,91.42,851.01,1,26,2016,11,16
403,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,230.0,System Impact,2021,N,Y,Gas,324.0,Withdrawn,ERIS,7.58,0.0,6,30,2018,4,12
407,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,230.0,System Impact,2021,N,Y,Gas,324.0,Withdrawn,NRIS,7.58,54.6,6,30,2018,4,12
422,Duke Energy Carolinas,DEC,NC,Forsyth,N,36.279,-80.063,N,230.0,Phase 2,2022,N,N,Solar,100.0,Withdrawn,NRIS,0.0,258.66,5,22,2022,6,22
433,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,230.0,Phase 2,2022,N,N,Gas,757.0,Withdrawn,NRIS,0.0,371.12,5,22,2022,6,13
434,Duke Energy Carolinas,DEC,SC,Cherokee,N,35.0762,-81.5741,N,230.0,Phase 2,2022,N,N,Gas,757.0,Withdrawn,NRIS,0.0,389.48,5,22,2022,6,27
453,Duke Energy Carolinas,DEC,SC,Oconee,N,35.0073,-82.9969,N,500.0,Phase 3,2023,N,Y,Storage,1601.8,Active,ERIS,0.0,285.88,12,14,2022,6,20
454,Duke Energy Carolinas,DEC,NC,Gaston,N,35.359,-80.974,N,230.0,Phase 1,2023,N,Y,Storage,199.9,Withdrawn,ERIS,0.0,29.61,12,20,2023,6,28
455,Duke Energy Carolinas,DEC,NC,Gaston,N,35.36,-80.96,N,100.0,Phase 3,2023,N,Y,Storage,115.0,Active,ERIS,0.0,22.04,12,14,2022,6,3
457,Duke Energy Carolinas,DEC,NC,Mecklenburg,N,35.312,-80.691,N,230.0,Phase 3,2023,N,Y,Storage,197.0,Active,ERIS,0.0,18.0,12,14,2022,6,28
458,Duke Energy Carolinas,DEC,SC,Spartanburg,N,34.953,-82.154,N,100.0,Phase 1,2023,N,Y,Storage,100.0,Withdrawn,ERIS,0.0,436.57,12,20,2023,6,29
459,Duke Energy Carolinas,DEC,SC,Oconee,N,35.0073,-82.9969,N,500.0,Phase 3,2023,N,Y,Storage,1680.0,Active,NRIS,0.0,272.57,12,14,2022,6,20
460,Duke Energy Carolinas,DEC,NC,Gaston,N,35.359,-80.974,N,230.0,Phase 1,2023,N,Y,Storage,199.9,Withdrawn,NRIS,0.0,29.61,12,20,2023,6,28
