Project #,Project # in Queued Up,Queue Date,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,POI Transmission Line,Transmission Voltage,Study Type,Study Date,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,$2024 Total Cost/kW
C2-206,C2-206,5/15/22,PacifiCorp,PAC,UT,Iron,N,38.0171,-112.7459,Y,Cameron-Parowan,138,,4/29/24,2024,Y,N,Solar,100,Active,NRIS,21,3976.32,3997.32
C3-043,C3-043,5/8/23,PacifiCorp,PAC,ID,Caribou,N,42.6449,-111.6969,N,,138,,3/8/24,2024,N,N,Solar,20,Withdrawn,ERIS,98,699.55,797.55
C3-044,C3-044,5/8/23,PacifiCorp,PAC,ID,Caribou,N,42.5765,-111.744,N,,46,,3/8/24,2024,N,N,Solar,6,Withdrawn,ERIS,371.67,333.33,705
C3-070,C3-070,5/11/23,PacifiCorp,PAC,UT,Weber,N,41.2154,-111.9971,N,,12.47,,3/8/24,2024,N,N,Solar,2,Withdrawn,ERIS,950,425,1375
C3-071,C3-071,5/11/23,PacifiCorp,PAC,UT,Box Elder,N,41.6185,-112.5525,N,,46,,3/8/24,2024,N,N,Solar,5,Withdrawn,ERIS,406,260,666
C3-072,C3-072,5/11/23,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,,46,,3/8/24,2024,N,N,Solar,10,Active,ERIS,185,155,340
C3-073,C3-073,5/11/23,PacifiCorp,PAC,UT,Box Elder,N,41.8931,-112.1955,,Washakie Tap,138,,3/8/24,2024,N,N,Solar,10,Active,ERIS,192,156,348
C3-107,C3-107,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.1267,-112.0046,N,Mercer - Mona #1,345,,3/8/24,2024,N,N,Gas,260,Active,ERIS,9.62,194.23,203.85
C3-162,C3-162,5/15/23,PacifiCorp,PAC,UT,Emery,N,39.5208,-110.3903,N,,46,,3/8/24,2024,N,N,Solar,20,Active,ERIS,141,996.8,1137.8
C3-161,C3-161,5/15/23,PacifiCorp,PAC,UT,Emery,N,39.22873,-111.03942,N,,69,,3/8/24,2024,N,N,Solar,20,Active,ERIS,105,425,530
C3-193,C3-193,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8002,-109.3183,Y,,138,,3/8/24,2024,N,N,Solar,125,Active,NRIS,15.2,1480.49,1495.69
C3-074,C3-074,5/11/23,PacifiCorp,PAC,UT,Millard,N,39.1519,-112.7305,N,,12.47,,3/8/24,2024,N,N,Solar,2,Active,ERIS,840,1250,2090
C3-151,C3-151,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.4245,-112.4739,Y,Delta - Nebo IPP Tap,46,,3/8/24,2024,N,N,Biogas,5,Withdrawn,ERIS,480,4240,4720
C3-014,C3-014,4/26/23,PacifiCorp,PAC,OR,Klamath,N,42.0133,-121.4177,N,,12,,3/8/24,2024,N,N,Solar,2.5,Active,NRIS,320,120,440
C3-177,C3-177,5/15/23,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,,12,,3/8/24,2024,N,N,Solar,2.99,Active,NRIS,267.56,33.44,301
C3-178,C3-178,5/15/23,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,,12,,3/8/24,2024,N,N,Solar,2.99,Active,NRIS,267.56,23.41,290.97
C3-179,C3-179,5/15/23,PacifiCorp,PAC,OR,Klamath,N,42.2345,-121.5805,N,,69,,3/8/24,2024,N,N,Storage,20,Withdrawn,NRIS,85,45,130
C3-148,C3-148,5/15/23,PacifiCorp,PAC,OR,Crook,N,44.3075,-120.8537,N,,12.47,,3/8/24,2024,N,N,Solar,3,Active,ERIS,346.67,0,346.67
C3-019,C3-019,4/28/23,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,,69,,3/8/24,2024,N,N,Other,10.45,Withdrawn,NRIS,156.94,660.29,817.22
C3-106,C3-106,5/15/23,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,,230,,3/8/24,2024,N,N,Storage,150,Withdrawn,ERIS,14.73,154.07,168.81
C3-145,C3-145,5/15/23,PacifiCorp,PAC,ID,Bonneville,N,43.4826,-111.9941,N,,12.47,,3/8/24,2024,N,N,Other,5.384,Withdrawn,ERIS,668.65,0,668.65
C1-08,C1-08,4/15/21,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,,345,,1/5/24,2024,N,N,Solar,199,Withdrawn,ERIS,5.98,69.76,75.74
C3-009,C3-009,4/3/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,230,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,15.61,713.12,728.73
C3-013,C3-013,4/24/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Storage,900,Withdrawn,ERIS,8.26,701.56,709.81
C3-024,C3-024,5/2/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Wind,600,Withdrawn,ERIS,7.45,709.16,716.6
C3-025,C3-025,5/4/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Wind,600,Withdrawn,ERIS,7.45,709.16,716.6
C3-038,C3-038,5/8/23,PacifiCorp,PAC,WY,Converse,N,42.8818,-106.0304,,Casper-Latigo,230,,3/8/24,2024,N,N,Solar,199,Active,ERIS,17.59,715.61,733.2
C3-052,C3-052,5/10/23,PacifiCorp,PAC,WY,Carbon,N,41.7497,-107.10503,,Aeolus - Anticline,500,,3/8/24,2024,N,N,Solar,1000,Withdrawn,ERIS,13.54,777.81,791.35
C3-119,C3-119,5/15/23,PacifiCorp,PAC,WY,Natrona,N,,,,Casper - Riverton,230,,3/8/24,2024,N,N,Solar,176,Withdrawn,ERIS,20.91,750.39,771.3
C3-120,C3-120,5/15/23,PacifiCorp,PAC,WY,Campbell,N,44.314,-105.6816,,Buffalo - Wyodak,230,,3/8/24,2024,N,N,Wind,199.9,Withdrawn,ERIS,16.26,742.74,758.99
C3-185,C3-185,5/15/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,230,,3/8/24,2024,N,N,Wind,450,Withdrawn,ERIS,6.93,698.25,705.18
C3-020,C3-020,4/28/23,PacifiCorp,PAC,WY,Albany,N,41.2703,-105.6099,N,,115,,3/8/24,2024,N,N,Solar,80,Withdrawn,ERIS,43.75,2943.75,2987.5
C3-003,C3-003,4/3/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,18.01,525.95,543.96
C3-015,C3-015,4/28/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,500,Active,ERIS,6.8,505.13,511.93
C3-016,C3-016,4/28/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,500,Withdrawn,ERIS,6.8,505.13,511.93
C3-022,C3-022,5/2/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,300,Active,ERIS,12.67,514.37,527.04
C3-023,C3-023,5/2/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,300,Withdrawn,ERIS,12.67,514.37,527.04
C3-037,C3-037,5/8/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,26.13,529.95,556.09
C3-099,C3-099,5/12/23,PacifiCorp,PAC,ID,Caribou,N,42.7102,-111.5964,N,,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,21.61,531.96,553.57
C3-100,C3-100,5/12/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,ERIS,16.58,529.95,546.54
C3-105,C3-105,5/12/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Solar,300,Active,ERIS,18.67,516.93,535.6
C3-111,C3-111,5/15/23,PacifiCorp,PAC,ID,Caribou,N,42.7288,-111.5289,N,,138,,3/8/24,2024,N,N,Solar,95,Active,ERIS,31.58,595.47,627.05
C3-147,C3-147,5/15/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Storage,350,Active,ERIS,10.29,511.07,521.36
C3-183,C3-183,5/15/23,PacifiCorp,PAC,ID,Bingham,N,42.7502,-112.9304,N,,345,,3/8/24,2024,N,N,Solar,199.9,Withdrawn,ERIS,23.01,41.92,64.93
C3-186,C3-186,5/15/23,PacifiCorp,PAC,ID,Blaine,N,42.7446,-113.6872,Y,Borah-Midpoint,345,,3/8/24,2024,N,N,Solar,300,Active,ERIS,18.67,129.9,148.57
C3-104,C3-104,5/12/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Wind,300,Withdrawn,ERIS,7.43,349.75,357.18
C3-153,C3-153,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,ERIS,11.21,356.8,368.01
C3-154,C3-154,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,ERIS,11.21,356.8,368.01
C3-155,C3-155,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,ERIS,11.21,356.8,368.01
C3-156,C3-156,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,100,Active,ERIS,22.3,377.53,399.83
C3-157,C3-157,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,100,Active,ERIS,22.3,377.53,399.83
C3-159,C3-159,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,,161,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,18.59,355.71,374.3
C3-172,C3-172,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,,161,,3/8/24,2024,N,N,Storage,100,Active,ERIS,22,375.36,397.36
C3-173,C3-173,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.3091,-112.1218,N,,345,,3/8/24,2024,N,N,Storage,200,Active,ERIS,12.75,353.36,366.11
C3-026,C3-026,5/4/23,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,ERIS,12.71,109.38,122.1
C3-045,C3-045,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,,345,,3/8/24,2024,N,N,Storage,300,Active,ERIS,9.13,102.7,111.83
C3-049,C3-049,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.7182,-112.2273,N,,138,,3/8/24,2024,N,N,Solar,30,Active,ERIS,124,89.53,213.53
C3-050,C3-050,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,,138,,3/8/24,2024,N,N,Solar,49,Active,ERIS,84.08,142.59,226.67
C3-051,C3-051,5/10/23,PacifiCorp,PAC,ID,Franklin,N,42.26705,-111.7493,N,,138,,3/8/24,2024,N,N,Storage,200,Active,ERIS,10.25,197.04,207.28
C3-057,C3-057,5/11/23,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,,138,,3/8/24,2024,N,N,Solar,30,Active,ERIS,124,174.7,298.7
C3-108,C3-108,5/15/23,PacifiCorp,PAC,ID,Franklin,N,42.2225,-111.8496,Y,Ben Lomond - Populus East #1 ,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,ERIS,15.2,179.13,194.33
C3-112,C3-112,5/15/23,PacifiCorp,PAC,ID,Oneida,N,42.1715,-112.2253,Y,Ben Lomond - Populus #1 ,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,ERIS,13.6,131.53,145.13
C3-133,C3-133,5/15/23,PacifiCorp,PAC,UT,Box Elder,N,41.8681,-112.1698,Y,Ben Lomond - Populus #1 ,345,,3/8/24,2024,N,N,Solar,300,Active,ERIS,12,124.53,136.53
C3-144,C3-144,5/15/23,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,39,115.53,154.53
C3-170,C3-170,5/15/23,PacifiCorp,PAC,UT,Weber,N,41.1912,-111.9866,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,9.1,104.04,113.15
C3-115,C3-115,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,41.0947,-112.0435,N,,138,,3/8/24,2024,N,N,Storage,100,Withdrawn,ERIS,24,33,57
C3-130,C3-130,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,,138,,3/8/24,2024,N,N,Storage,199,Withdrawn,ERIS,10.05,17.09,27.14
C3-131,C3-131,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5645,-112.0283,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,ERIS,12.56,7.54,20.1
C3-171,C3-171,5/15/23,PacifiCorp,PAC,UT,Weber,N,39.5457,-112.6161,N,,345,,3/8/24,2024,N,N,Storage,199.9,Active,ERIS,13.01,48.52,61.53
C3-182,C3-182,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,,138,,3/8/24,2024,N,N,Storage,190,Withdrawn,ERIS,10.53,17.89,28.42
C3-189,C3-189,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.7164,-112.0291,N,,138,,3/8/24,2024,N,N,Storage,49,Withdrawn,ERIS,40.82,55.1,95.92
C3-018,C3-018,4/28/23,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,Sigurd – Clover #2,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,ERIS,24.8,221.45,246.25
C3-027,C3-027,5/4/23,PacifiCorp,PAC,UT,Juab,N,39.82258,-111.9048,N,,345,,3/8/24,2024,N,N,Solar,275,Active,ERIS,13.09,203.39,216.48
C3-034,C3-034,5/4/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,300,Withdrawn,ERIS,11,194.59,205.59
C3-053,C3-053,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Gas,300,Active,ERIS,9.67,194.56,204.22
C3-054,C3-054,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Gas,166,Withdrawn,ERIS,18.67,215.37,234.04
C3-055,C3-055,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,199,Active,ERIS,15.58,207.65,223.23
C3-056,C3-056,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,199,Active,ERIS,15.58,207.65,223.23
C3-092,C3-092,5/12/23,PacifiCorp,PAC,UT,Tooele,N,40.3524,-112.4576,Y,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,125.63,1048.24,1173.87
C3-121,C3-121,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.089,-112.072,N,Clover-Limber,500,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,19.6,207.04,226.64
C3-122,C3-122,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,400,Active,ERIS,13.75,188.15,201.9
C3-124,C3-124,5/15/23,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,Clover - Sigurd #2,345,,3/8/24,2024,N,N,Solar,300,Active,ERIS,15,212.68,227.68
C3-134,C3-134,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,100,Active,ERIS,33,246.07,279.07
C3-135,C3-135,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Storage,150,Active,ERIS,20,220.33,240.33
C3-136,C3-136,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.5717,-112.3958,Y,,138,,3/8/24,2024,N,N,Storage,160,Withdrawn,ERIS,15.62,348.22,363.85
C3-139,C3-139,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Storage,150,Withdrawn,ERIS,20,220.33,240.33
C3-142,C3-142,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.0996,-112.2089,Y,Clover - Limber,500,,3/8/24,2024,N,N,Solar,300,Active,ERIS,18.33,276.51,294.85
C3-165,C3-165,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.3879,-112.4561,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,ERIS,16.01,186.36,202.37
C3-012,C3-012,4/17/23,PacifiCorp,PAC,UT,Emery,N,38.9877,-110.1379,N,Helper-Moab,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,33.2,976.79,1009.99
C3-058,C3-058,5/11/23,PacifiCorp,PAC,UT,Carbon,N,39.1162,-113.6199,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,47.5,975.79,1023.29
C3-059,C3-059,5/11/23,PacifiCorp,PAC,UT,Duchesne,N,39.4245,-112.4739,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,37.5,893.13,930.63
C3-117,C3-117,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,Ashley - Carbon,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,19.6,893.13,912.73
C3-118,C3-118,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2223,-110.1182,Y,Upalco - Myton,69,,3/8/24,2024,N,N,Solar,4.99,Withdrawn,ERIS,460.92,2595.19,3056.11
C3-123,C3-123,5/15/23,PacifiCorp,PAC,UT,Carbon,N,39.595,-110.6888,N,,138,,3/8/24,2024,N,N,Solar,85,Active,ERIS,27.76,884.73,912.49
C3-128,C3-128,5/15/23,PacifiCorp,PAC,UT,Carbon,N,39.7033,-110.8699,N,,138,,3/8/24,2024,N,N,Solar,49,Withdrawn,ERIS,47.76,918.73,966.49
C3-176,C3-176,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,Ashley Valley - Carbon transmission line,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,34,893.13,927.13
C3-001,C3-001,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,8.5,684.65,693.16
C3-002,C3-002,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,8.5,684.65,693.16
C3-005,C3-005,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,9,731.93,740.93
C3-006,C3-006,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,9,731.93,740.93
C3-040,C3-040,5/8/23,PacifiCorp,PAC,UT,Emery,N,38.906,-111.2201,N,Emery - Sigurd #2,345,,3/8/24,2024,N,N,Solar,150,Active,ERIS,26,742.81,768.81
C3-061,C3-061,5/11/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,120,Active,ERIS,31.58,735.31,766.89
C3-129,C3-129,5/15/23,PacifiCorp,PAC,UT,San Juan,N,39.7033,-110.8699,Y,Huntington - Pinto,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,15.58,791.72,807.3
C3-137,C3-137,5/15/23,PacifiCorp,PAC,NM,San Juan,N,36.8515,-108.6333,Y,Four Corners - Pinto,345,,3/8/24,2024,N,N,Solar,450,Active,ERIS,8,727.48,735.48
C3-164,C3-164,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,ERIS,14.66,711.67,726.32
C3-166,C3-166,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.3341,-109.5309,Y,Four Corners - Pinto transmission line,345,,3/8/24,2024,N,N,Solar,199.5,Withdrawn,ERIS,16.54,782.91,799.45
C3-167,C3-167,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Storage,300,Active,ERIS,7.3,699.81,707.11
C3-184,C3-184,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,ERIS,20.86,711.67,732.53
C3-036,C3-036,5/8/23,PacifiCorp,PAC,UT,Millard,N,39.1542,-112.3628,N,,230,,3/8/24,2024,N,N,Solar,500,Active,ERIS,10.6,432.14,442.74
C3-101,C3-101,5/12/23,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,,230,,3/8/24,2024,N,N,Solar,300,Withdrawn,ERIS,15.33,447.47,462.81
C3-110,C3-110,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.1162,-113.6199,Y,Pavant - Gonder,230,,3/8/24,2024,N,N,Solar,250,Withdrawn,ERIS,11.2,473.54,484.74
C3-125,C3-125,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.1519,-112.7305,N,,69,,3/8/24,2024,N,N,Solar,75,Active,ERIS,30.67,514.47,545.13
C3-132,C3-132,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.0621,-112.0808,Y,Pavant - Sigurd,230,,3/8/24,2024,N,N,Solar,199,Active,ERIS,13.07,490.55,503.61
C3-028,C3-028,5/4/23,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,ERIS,17.2,1090.9,1108.1
C3-060,C3-060,5/11/23,PacifiCorp,PAC,UT,Iron,N,37.8832,-112.9096,N,,138,,3/8/24,2024,N,N,Solar,200,Active,ERIS,22.25,1093,1115.25
C3-089,C3-089,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,,12.47,,3/8/24,2024,N,N,Solar,4.99,Withdrawn,ERIS,252.51,1124.65,1377.15
C3-090,C3-090,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,,12.47,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,63.32,1079.6,1142.91
C3-093,C3-093,5/12/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,105.53,1167.54,1273.07
C3-094,C3-094,5/12/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,105.53,1167.54,1273.07
C3-095,C3-095,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1201,-113.5408,N,,34.5,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,190.95,1456.48,1647.44
C3-102,C3-102,5/12/23,PacifiCorp,PAC,UT,Beaver,N,38.3866,-113.0159,N,,138,,3/8/24,2024,N,N,Solar,150,Withdrawn,ERIS,27,1122.5,1149.5
C3-113,C3-113,5/15/23,PacifiCorp,PAC,UT,Washington,N,37.8011,-112.9999,Y,Parowan - West Cedar ,230,,3/8/24,2024,N,N,Solar,240,Withdrawn,ERIS,9.79,1121.17,1130.96
C3-114,C3-114,5/15/23,PacifiCorp,PAC,UT,Iron,N,,,Y,Sigurd - Red Butte,345,,3/8/24,2024,N,N,Solar,500,Withdrawn,ERIS,5,1101.1,1106.1
C3-126,C3-126,5/15/23,PacifiCorp,PAC,UT,Iron,N,37.4825,-113.22,N,,138,,3/8/24,2024,N,N,Solar,49,Active,ERIS,44.9,1166.53,1211.43
C3-127,C3-127,5/15/23,PacifiCorp,PAC,UT,Kane,N,37.0989,-111.7159,Y,Sigurd - Glen Canyon ,230,,3/8/24,2024,N,N,Solar,100,Withdrawn,ERIS,38.5,1129,1167.5
C3-138,C3-138,5/15/23,PacifiCorp,PAC,UT,Kane,N,,,Y,Sigurd - Glen Canyon,230,,3/8/24,2024,N,N,Storage,100,Withdrawn,ERIS,33.5,1129,1162.5
C3-141,C3-141,5/15/23,PacifiCorp,PAC,UT,Iron,N,37.6118,-113.6605,N,,138,,3/8/24,2024,N,N,Solar,49.9,Withdrawn,ERIS,52.1,1106.59,1158.7
C3-143,C3-143,5/15/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,230,,3/8/24,2024,N,N,Solar,80,Withdrawn,ERIS,52.5,1149.5,1202
C3-146,C3-146,5/15/23,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,,345,,3/8/24,2024,N,N,Solar,400,Active,ERIS,17.25,1081,1098.25
C3-152,C3-152,5/15/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,345,,3/8/24,2024,N,N,Storage,500,Active,ERIS,4.9,1084.5,1089.4
C3-160,C3-160,5/15/23,PacifiCorp,PAC,UT,Beaver,N,38.181,-112.6202,Y,Sigurd - Red Butte #2 ,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,20.1,1156.46,1176.56
C3-004,C3-004,4/3/23,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,,500,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,16.51,950.48,966.98
C3-030,C3-030,5/4/23,PacifiCorp,PAC,OR,Klamath,N,42.021355,-122.236517,N,Klamath Falls - Lone Pine transmission line,230,,3/8/24,2024,N,N,Solar,300,Withdrawn,ERIS,9,758.25,767.25
C3-035,C3-035,5/4/23,PacifiCorp,PAC,OR,Klamath,N,43.0067,-121.8349,N,Chiloquin - LaPine transmission line,230,,3/8/24,2024,N,N,Solar,200,Active,ERIS,13.5,761.75,775.25
C3-075,C3-075,5/12/23,PacifiCorp,PAC,OR,Lake,N,42.2082,-120.3753,N,,115,,3/8/24,2024,N,N,Solar,200,Active,ERIS,13.5,97.16,110.66
C3-086,C3-086,5/12/23,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,,500,,3/8/24,2024,N,N,Solar,150,Withdrawn,ERIS,33.33,1017.09,1050.42
C3-087,C3-087,5/12/23,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,,500,,3/8/24,2024,N,N,Solar,150,Withdrawn,ERIS,22,1017.09,1039.09
C3-098,C3-098,5/12/23,PacifiCorp,PAC,OR,Klamath,N,42.0066,-121.3165,N,,500,,3/8/24,2024,N,N,Solar,199,Withdrawn,ERIS,21.61,951.38,972.99
C3-103,C3-103,5/12/23,PacifiCorp,PAC,OR,Klamath,N,42.1991,-121.797,N,,230,,3/8/24,2024,N,N,Storage,199,Withdrawn,ERIS,11.56,802.01,813.57
